Tipo, Frecuencia
ere.</w>, 20
La</w>, 122
sea</w>, 224
ter, 103
acu, 50
sar, 23
a,</w>, 1466
ju, 105
ez</w>, 49
sentenci, 12
ar, 576
Con</w>, 112
tanto</w>, 353
todas</w>, 342
veces</w>, 151
ére, 23
dur, 36
ante</w>, 153
dich, 78
tra, 120
ig, 57
juntamente</w>, 17
él</w>, 1034
visto,</w>, 39
va</w>, 213
ru, 151
bri, 41
cado</w>, 20
pl, 179
ana</w>, 86
firm, 39
ado</w>, 1051
fin</w>, 129
Es, 39
cri, 115
en,</w>, 158
saber</w>, 204
si</w>, 1785
está</w>, 416
conforme</w>, 25
públi, 21
for, 52
ma</w>, 149
cómo</w>, 186
corre, 42
tor</w>, 39
nombr, 53
ado,</w>, 466
vio</w>, 233
corri, 59
ó</w>, 1082
al,</w>, 92
él,</w>, 179
quedan</w>, 25
as</w>, 1174
err, 140
ap, 156
unt, 33
adas,</w>, 101
así</w>, 484
fuer, 58
tase</w>, 12
vol, 56
me</w>, 2565
ni</w>, 1350
primer</w>, 43
dél,</w>, 38
entre, 115
gue</w>, 35
más</w>, 1823
solo</w>, 70
autor,</w>, 12
cuya</w>, 82
costa</w>, 29
otro</w>, 412
alguno,</w>, 39
efeto</w>, 13
reci, 98
ón</w>, 255
hasta</w>, 377
antes</w>, 306
esté</w>, 46
reg, 50
ido</w>, 105
y,</w>, 1282
estando</w>, 70
hecho,</w>, 53
manera,</w>, 60
ego,</w>, 37
suc, 10
esi, 33
aprob, 13
ación,</w>, 63
as,</w>, 953
caer</w>, 46
r</w>, 130
penas</w>, 14
teni, 30
das</w>, 186
leyes</w>, 33
cas</w>, 57
destos</w>, 56
rein, 45
os.</w>, 435
otras</w>, 261
cual, 11
es, 430
quier</w>, 2
justici, 10
dellos,</w>, 29
guard, 45
cumpl, 18
ella</w>, 448
ten, 191
ido.</w>, 38
echa</w>, 25
seis</w>, 72
se, 267
Y, 29
mandado</w>, 18
señor, 129
mez, 20
qu, 130
et, 133
QU, 2
E</w>, 22
É, 34
marqués</w>, 13
i, 386
br, 121
ale, 16
conde</w>, 17
Ben, 4
alcá, 17
zar</w>, 18
añ, 105
ares,</w>, 17
viz, 12
Pu, 21
eb, 44
coc, 18
señor</w>, 732
llas</w>, 57
pi, 296
gui, 96
llos</w>, 37
buen</w>, 439
acogi, 22
miento</w>, 109
honra</w>, 63
Vuestra</w>, 27
Excelencia</w>, 15
toda</w>, 304
suerte</w>, 102
libros,</w>, 29
prínci, 28
pe</w>, 49
tan</w>, 1269
inclin, 32
favorecer</w>, 18
buenas</w>, 75
art, 57
es,</w>, 623
mayor, 18
mente</w>, 37
nob, 16
l, 485
eza</w>, 119
ab, 232
servicio</w>, 22
gran, 46
j, 291
er, 560
ías</w>, 66
vul, 12
go,</w>, 87
he</w>, 530
determinado</w>, 25
sacar</w>, 53
luz</w>, 61
In, 47
gen, 19
oso</w>, 212
abri, 51
go</w>, 195
clar, 50
ísimo</w>, 79
nombre</w>, 132
Excel, 7
encia,</w>, 81
qui, 205
ac, 266
amiento</w>, 56
debo</w>, 21
tanta</w>, 143
grandeza,</w>, 15
suplico</w>, 19
ba</w>, 54
agrad, 35
abl, 56
emente</w>, 35
pr, 158
ot, 150
ción,</w>, 38
sombr, 17
aunque</w>, 511
desnudo</w>, 21
aquel</w>, 478
preci, 55
orn, 36
amento</w>, 25
eleg, 16
ancia</w>, 54
eru, 12
dición</w>, 25
suelen</w>, 58
andar</w>, 62
vesti, 19
obras</w>, 40
ponen</w>, 17
casas</w>, 19
hombres</w>, 76
sab, 189
ose</w>, 43
parecer</w>, 114
segur, 12
juicio</w>, 28
algunos</w>, 112
contin, 35
éndose</w>, 68
límites</w>, 16
ignor, 43
ancia,</w>, 25
conden, 17
ar</w>, 1127
rigor</w>, 23
menos</w>, 198
justicia</w>, 20
trabajos</w>, 24
ajen, 37
os;</w>, 300
poniendo</w>, 20
ojos</w>, 215
prudencia</w>, 15
mi</w>, 1685
deseo,</w>, 25
ío</w>, 52
desdeñ, 21
ará</w>, 107
cort, 85
edad</w>, 100
humilde</w>, 15
cio.</w>, 18
ra.</w>, 23
Ó, 5
Des, 41
ocup, 25
tor, 104
juramento</w>, 17
rás</w>, 40
creer</w>, 57
quisiera</w>, 64
hijo</w>, 72
entendimiento,</w>, 26
fuera</w>, 262
hermos, 56
gallardo</w>, 14
discreto</w>, 40
pudiera</w>, 79
imagin, 105
arse.</w>, 19
Pero</w>, 162
podido</w>, 16
yo</w>, 1760
contra, 14
venir</w>, 102
orden</w>, 92
natural, 21
ez, 79
eng, 26
end, 142
semej, 40
ante.</w>, 50
así,</w>, 405
¿qué</w>, 126
podrá</w>, 73
engendr, 20
éri, 17
mal</w>, 410
cul, 40
tiv, 12
ingenio</w>, 29
mío,</w>, 102
sino</w>, 687
historia</w>, 151
co,</w>, 94
av, 112
ell, 139
antoj, 30
adi, 85
zo</w>, 29
lleno</w>, 53
pensamientos</w>, 54
arios</w>, 30
nunca</w>, 133
ados</w>, 408
quien</w>, 606
una</w>, 1331
cár, 15
cel, 90
donde</w>, 616
comodidad</w>, 24
asi, 119
ento</w>, 76
todo</w>, 965
triste</w>, 38
ruido</w>, 35
habit, 12
aci, 131
ón, 66
?</w>, 246
sosiego,</w>, 14
lugar</w>, 266
apaci, 26
bl, 80
amen, 10
idad</w>, 44
camp, 39
ser, 112
ciel, 24
murmur, 24
entes,</w>, 64
quie, 14
tud</w>, 31
espíri, 14
tu</w>, 338
son</w>, 459
grande</w>, 163
mu, 257
sas</w>, 35
les</w>, 485
muestr, 33
ofrez, 14
can</w>, 29
part, 59
mundo</w>, 137
col, 140
maravilla</w>, 14
content, 102
o.</w>, 830
cont, 178
ece</w>, 36
padre</w>, 165
gracia</w>, 20
amor</w>, 89
pone</w>, 38
vea</w>, 52
sus</w>, 1047
falt, 62
juz, 42
ga</w>, 112
discre, 57
ci, 364
ones</w>, 153
zas</w>, 39
cuenta</w>, 174
amigos</w>, 37
agu, 81
don, 95
air, 22
es.</w>, 283
yo,</w>, 140
parez, 16
padre,</w>, 75
soy</w>, 280
pad, 43
ras, 62
tro</w>, 39
quiero</w>, 227
irme</w>, 12
ente</w>, 250
us, 128
cart, 30
casi</w>, 110
lágrimas</w>, 64
ojos,</w>, 59
otros</w>, 218
hac, 116
car, 218
ísimo,</w>, 14
perdon, 34
disimu, 16
fal, 129
tas</w>, 71
es;</w>, 198
eres</w>, 85
pari, 42
amigo,</w>, 89
tienes</w>, 44
alma</w>, 96
cuerpo</w>, 78
libre</w>, 47
alb, 48
ed, 173
río</w>, 18
pint, 63
estás</w>, 25
casa,</w>, 103
della,</w>, 40
rey</w>, 99
cab, 199
sabes</w>, 31
ún, 15
dice:</w>, 17
debajo</w>, 75
mant, 62
ma, 67
to.</w>, 116
Todo</w>, 66
te</w>, 908
resp, 30
to</w>, 382
oblig, 75
puedes</w>, 29
decir</w>, 461
aquello</w>, 96
pareci, 70
temor</w>, 54
uni, 19
premi, 22
dij, 102
della.</w>, 12
Sólo</w>, 22
ár, 99
tela</w>, 16
desnu, 37
da,</w>, 177
ato</w>, 54
pró, 23
mer, 63
abi, 68
lidad</w>, 32
cat, 62
á, 223
acostumbr, 30
son, 94
etos,</w>, 12
gram, 12
ogi, 15
poner, 21
se.</w>, 34
Porque</w>, 44
sé</w>, 365
tó</w>, 65
algún</w>, 281
la,</w>, 66
ninguno</w>, 73
tuve</w>, 29
mayor</w>, 117
ación</w>, 156
vas</w>, 49
ley, 60
Mu, 35
chas</w>, 26
tom, 163
é</w>, 255
plu, 29
escribi, 39
ll, 281
muchas</w>, 223
dej, 207
é,</w>, 75
rí, 35
suspens, 34
papel</w>, 20
delante,</w>, 27
orej, 14
co, 152
do</w>, 414
bu, 66
ete</w>, 41
mano</w>, 214
mej, 27
ill, 43
pensando</w>, 15
dir, 26
ía,</w>, 285
entró</w>, 63
deshora</w>, 13
amigo</w>, 144
gracioso</w>, 17
entendi, 58
do,</w>, 347
éndome</w>, 33
ativo,</w>, 14
preguntó</w>, 62
caus, 59
encubri, 26
éndos, 24
ela</w>, 67
dije</w>, 49
pensaba</w>, 57
tenía</w>, 311
quería</w>, 72
hacer, 59
le,</w>, 95
hazañas</w>, 46
noble</w>, 14
caballero.</w>, 17
-P, 50
¿cómo</w>, 25
queréis</w>, 28
vos</w>, 180
tenga</w>, 79
confuso</w>, 19
qué</w>, 563
dirá</w>, 26
antiguo</w>, 13
ador</w>, 122
llaman</w>, 72
vulgo</w>, 12
cuando</w>, 666
cabo</w>, 89
tantos</w>, 86
años</w>, 82
duer, 27
mo</w>, 85
silencio</w>, 39
olvi, 55
sal, 210
ahora,</w>, 44
mis</w>, 385
cu, 254
estas,</w>, 17
enda</w>, 47
aj, 132
ena</w>, 45
invenci, 27
mengu, 20
ada</w>, 627
esti, 59
lo,</w>, 77
pobre</w>, 73
conc, 16
etos</w>, 23
falta</w>, 66
doc, 33
tr, 287
aciones</w>, 55
már, 6
veo</w>, 44
están</w>, 110
sean</w>, 64
ul, 48
osos</w>, 133
prof, 45
anos,</w>, 18
llenos</w>, 14
sentencias</w>, 19
rist, 31
eles,</w>, 29
lat, 35
fil, 25
admir, 119
entes</w>, 93
tienen</w>, 135
autores</w>, 16
leí, 24
tos</w>, 110
es?</w>, 57
¡, 227
Pues</w>, 59
qué,</w>, 16
Di, 129
vin, 53
tur, 89
a!</w>, 133
No</w>, 189
rán</w>, 36
unos</w>, 135
sant, 31
Tom, 24
as, 321
Iglesi, 25
guar, 94
dando</w>, 111
esto</w>, 536
decoro</w>, 14
ingeni, 22
han</w>, 351
enamorado</w>, 38
destr, 20
ído</w>, 13
hacen</w>, 67
cristiano,</w>, 28
contento</w>, 75
regal, 55
oí, 84
lle</w>, 13
le, 175
De</w>, 151
ecer</w>, 28
porque</w>, 1200
tengo</w>, 347
mar, 95
g, 407
fin,</w>, 98
si, 269
principi, 24
todos,</w>, 63
letras</w>, 38
comenz, 65
ando</w>, 557
eles</w>, 28
acab, 162
X, 35
of, 80
Z, 17
x, 33
is,</w>, 14
maldici, 19
uno</w>, 307
pin, 64
otro.</w>, 13
También</w>, 19
cuy, 10
duques,</w>, 14
ques, 20
des,</w>, 57
bis, 11
damas</w>, 22
poetas</w>, 19
ér, 103
aunque,</w>, 14
diese</w>, 82
dos</w>, 859
ofici, 24
ales</w>, 86
amigos,</w>, 21
dar, 113
ían,</w>, 64
tales,</w>, 18
igual, 50
asen</w>, 110
aquellos</w>, 155
Españ, 17
mío</w>, 50
pros, 23
egu, 33
-,</w>, 138
determin, 57
quede</w>, 19
sepul, 26
archi, 12
cielo</w>, 153
depar, 19
adorn, 28
tantas</w>, 101
cosas</w>, 293
an;</w>, 39
hallo</w>, 17
cap, 43
az</w>, 41
remedi, 47
las,</w>, 54
su, 168
fici, 50
encia</w>, 108
pocas</w>, 24
letras,</w>, 14
natur, 20
almente</w>, 36
pol, 47
perez, 16
and, 248
arme</w>, 136
buscando</w>, 41
digan</w>, 15
aquí</w>, 395
nac, 48
suspen, 13
sión</w>, 37
ev, 60
amiento,</w>, 22
hall, 193
ast, 55
bastante</w>, 20
causa</w>, 109
ponerme</w>, 24
mí</w>, 407
habéis</w>, 110
do.</w>, 127
Oyendo</w>, 28
ándose</w>, 153
pal, 104
fr, 129
dispar, 29
carga</w>, 18
risa,</w>, 15
dijo:</w>, 457
-Por</w>, 72
Dios,</w>, 117
hermano,</w>, 36
agora</w>, 98
desengañ, 31
engaño</w>, 17
estado</w>, 76
conoz, 26
siempre</w>, 137
tenido</w>, 60
prudente</w>, 15
vuestras</w>, 81
ones.</w>, 36
estáis</w>, 19
lejos</w>, 45
serlo</w>, 17
tierra.</w>, 33
¿Cómo</w>, 14
posible</w>, 81
poco</w>, 302
momento</w>, 21
fáci, 19
remediar</w>, 12
puedan</w>, 13
fuerzas</w>, 38
sus, 18
sor, 22
tar</w>, 112
mad, 59
vuest, 15
ro,</w>, 75
hecho</w>, 189
romper</w>, 12
trop, 21
dificult, 37
fe,</w>, 27
habili, 17
dad,</w>, 63
sobr, 55
per, 322
pen, 53
discur, 35
so.</w>, 12
¿, 330
Qu, 52
éis</w>, 124
ver</w>, 384
verdad</w>, 280
go?</w>, 14
adme</w>, 26
atento</w>, 15
veréis</w>, 14
cómo,</w>, 16
abrir</w>, 14
cerrar</w>, 14
conf, 20
remedio</w>, 50
decís</w>, 23
pend, 41
obar, 8
dan</w>, 58
dejar</w>, 109
famoso</w>, 86
espejo</w>, 16
caballería</w>, 62
-D, 84
eci, 139
-le</w>, 13
repli, 19
oyendo</w>, 33
decí, 41
a-:</w>, 14
modo</w>, 158
pens, 132
llen, 22
vac, 20
reduci, 13
clari, 14
ca, 177
confu, 35
Lo</w>, 68
repar, 17
person, 43
ajes</w>, 18
grav, 30
títu, 15
puede</w>, 267
los,</w>, 33
después</w>, 172
podéis</w>, 20
au, 78
poner</w>, 141
quisiére, 16
hij, 58
ándolos</w>, 14
Pr, 12
Tra, 20
hay</w>, 446
noticia</w>, 52
fueron</w>, 131
famosos</w>, 25
poet, 17
as;</w>, 256
hayan</w>, 18
sido</w>, 157
hubiere</w>, 16
ped, 75
bachill, 4
detrás</w>, 18
muer, 26
verdad,</w>, 103
dé</w>, 83
ís, 12
porque,</w>, 133
ya</w>, 743
aver, 7
ü, 13
mentira,</w>, 14
»En</w>, 19
sac, 167
áre, 16
pusi, 44
vuestra</w>, 792
historia,</w>, 52
hacer,</w>, 47
manera</w>, 227
venga</w>, 45
pel, 69
algunas</w>, 82
sep, 30
memoria,</w>, 26
menos,</w>, 120
busc, 27
e;</w>, 248
será</w>, 207
trat, 114
libertad</w>, 47
cauti, 42
o:</w>, 206
N, 108
on</w>, 58
ben, 22
to, 174
libert, 23
aur, 12
luego,</w>, 61
Si</w>, 109
muerte,</w>, 38
acudir</w>, 29
luego</w>, 282
ida</w>, 65
mor, 106
s</w>, 125
pul, 41
pe, 85
um, 67
tab, 30
ern, 103
amistad</w>, 28
manda</w>, 20
enemigo,</w>, 15
entr, 123
aros</w>, 41
punto</w>, 150
tura</w>, 49
tant, 73
curi, 27
osi, 27
palabras,</w>, 20
mismo</w>, 146
os:</w>, 63
tem, 98
dico</w>, 2
vo, 30
ligi, 14
imi, 12
cos</w>, 58
estr, 99
malos</w>, 36
pensamientos,</w>, 28
acudi, 19
van, 18
eli, 51
cogi, 24
ati, 88
mal, 239
inst, 10
ahí</w>, 43
Cat, 13
dará</w>, 31
dí, 93
sti, 52
feli, 11
numer, 12
ami, 73
cos,</w>, 40
por, 68
nu, 37
sol, 187
tales</w>, 140
tend, 46
siquiera</w>, 24
áti, 17
poca</w>, 53
provecho</w>, 40
oy, 82
toca</w>, 39
manera:</w>, 30
gigante</w>, 30
Gol, 16
ías,</w>, 33
sólo</w>, 176
esto,</w>, 340
tar, 165
á</w>, 98
nada,</w>, 45
tenéis</w>, 21
pues</w>, 411
li, 261
eo</w>, 16
pastor</w>, 46
avi, 43
mat, 113
gran</w>, 321
val, 89
Ter, 15
según</w>, 162
ítulo</w>, 11
ras</w>, 59
mostr, 96
hombre</w>, 203
human, 32
gr, 94
af, 76
ed</w>, 72
éis, 15
famosa</w>, 22
poni, 34
endo:</w>, 3
ajo</w>, 14
naci, 74
tal</w>, 397
mar</w>, 33
oc, 64
é, 286
ano,</w>, 70
bes, 49
ros</w>, 47
ciudad</w>, 51
bo, 74
opinión</w>, 40
enas</w>, 16
oro,</w>, 44
ladr, 20
ones,</w>, 74
diré</w>, 28
mujeres</w>, 30
ram, 12
eras,</w>, 25
po</w>, 26
do, 66
ñ, 99
edo,</w>, 13
prest, 31
aida</w>, 2
ora,</w>, 15
crédi, 13
to;</w>, 64
cru, 67
dio</w>, 282
entreg, 21
encantadores</w>, 41
hech, 68
om, 124
ero</w>, 222
ali, 87
so,</w>, 55
Vir, 16
gilio</w>, 12
ir, 140
capit, 23
anes</w>, 23
valer, 25
osos,</w>, 33
Ju, 25
lio</w>, 11
és, 58
sí</w>, 198
Com, 12
ent, 291
ari, 89
lu, 118
Alejand, 15
amor, 77
lengua</w>, 73
tos, 13
can, 123
par, 251
Le, 27
bre, 25
hin, 19
cha</w>, 14
das.</w>, 22
tierr, 20
añas,</w>, 17
casa</w>, 184
ca,</w>, 100
Del</w>, 14
acert, 60
are</w>, 58
dese, 129
eri, 24
resolución,</w>, 44
procur, 89
tocar</w>, 21
estas</w>, 256
historias</w>, 36
vuestra,</w>, 15
dicho,</w>, 156
cargo</w>, 40
ones;</w>, 12
voto</w>, 18
gas, 25
libr, 73
», 222
ahora</w>, 253
tienen,</w>, 13
an.</w>, 80
l,</w>, 25
buscar</w>, 95
ote</w>, 46
s.</w>, 43
ese</w>, 354
ario</w>, 45
pond, 29
réis</w>, 15
clara</w>, 18
necesidad</w>, 43
aprovech, 40
importa</w>, 14
ada;</w>, 58
quizá</w>, 66
alguno</w>, 69
habrá</w>, 53
sim, 23
cre, 139
simple</w>, 17
lla</w>, 84
sirva</w>, 14
cosa,</w>, 41
rá</w>, 48
largo</w>, 27
improviso</w>, 15
autoridad</w>, 14
averiguar</w>, 12
segui, 52
éndole</w>, 76
nada</w>, 107
ello.</w>, 12
Cuanto</w>, 19
cuenta,</w>, 21
ninguna</w>, 123
aquellas</w>, 96
ta,</w>, 93
vec, 26
contra</w>, 123
caballerías,</w>, 32
acordó</w>, 16
dijo</w>, 405
San</w>, 32
Basilio,</w>, 16
alcanzó</w>, 14
Ci, 12
disparates</w>, 27
puntu, 33
dades</w>, 36
ob, 86
serv, 24
astr, 12
og, 30
ía;</w>, 88
import, 38
tri, 55
cas,</w>, 37
mentos</w>, 18
sirve</w>, 14
ret, 47
ca;</w>, 16
predic, 14
ninguno,</w>, 12
mezcl, 25
hu, 172
vino,</w>, 23
género</w>, 45
vest, 46
ir</w>, 230
ningún</w>, 60
cristiano</w>, 32
miento.</w>, 33
arse</w>, 281
imit, 26
fuere</w>, 64
perf, 25
mejor</w>, 268
escri, 78
mira</w>, 43
men, 70
dig, 64
consejos</w>, 16
tura,</w>, 30
milagr, 33
ana,</w>, 67
palabras</w>, 83
signi, 27
fic, 44
hon, 66
salga</w>, 14
oro</w>, 61
ando,</w>, 106
alcanz, 75
posible,</w>, 34
intención,</w>, 19
entender</w>, 137
vuestros</w>, 41
cep, 32
intri, 13
escu, 97
también</w>, 192
yendo</w>, 49
mel, 45
có, 28
eva</w>, 13
sueño</w>, 25
ente,</w>, 109
enfad, 15
grave</w>, 20
deje</w>, 32
alab, 72
arl, 48
efecto,</w>, 34
llev, 218
puesta</w>, 57
derrib, 38
máquina</w>, 17
fun, 24
dada</w>, 20
caballer, 81
abor, 23
muchos</w>, 169
más, 15
po, 110
co.</w>, 35
estu, 18
escuchando</w>, 15
decía,</w>, 38
eron</w>, 216
razones</w>, 147
pu, 139
ellas</w>, 95
mismas</w>, 14
quise</w>, 22
go;</w>, 16
ás,</w>, 52
suav, 22
discreción</w>, 41
buena</w>, 331
ventura</w>, 93
mía</w>, 45
hallar</w>, 52
neces, 48
consej, 35
ero,</w>, 146
sin, 51
vuel, 66
opin, 12
adores</w>, 65
campo</w>, 45
el,</w>, 50
cas, 215
valiente</w>, 45
caballero</w>, 379
Yo</w>, 95
encar, 19
erte</w>, 40
hago</w>, 57
darte</w>, 18
conocer</w>, 41
honrado</w>, 16
caballero,</w>, 146
pero</w>, 592
agradez, 13
conocimiento</w>, 18
Sancho</w>, 960
Panza,</w>, 131
escudero,</w>, 78
parecer,</w>, 86
adas</w>, 318
gracias</w>, 56
escuder, 38
anos</w>, 33
caballerías</w>, 32
salud, 24
de.</w>, 31
Val, 15
LI, 21
LA</w>, 20
AN, 33
CH, 18
anda</w>, 53
conoci, 94
lleg, 135
arte</w>, 65
e-,</w>, 32
-</w>, 88
-.</w>, 33
Mas</w>, 49
pan</w>, 63
e-</w>, 14
manos</w>, 148
o-,</w>, 114
verás</w>, 27
aun</w>, 245
cl, 46
a-,</w>, 97
mostrar</w>, 22
o-.</w>, 22
árbol</w>, 16
arri, 41
sombra</w>, 26
estre, 51
real</w>, 30
príncipes</w>, 19
fru, 27
flor, 18
eció</w>, 15
nuevo</w>, 86
ro</w>, 80
llega</w>, 22
a-</w>, 32
favor, 43
manch, 21
arás</w>, 18
vent, 71
oci, 58
osas</w>, 74
tras, 67
torn, 42
-:</w>, 28
dam, 57
armas,</w>, 54
caball, 30
prov, 1
caron</w>, 14
Or, 18
lando</w>, 17
furi, 17
temp, 37
enamor, 56
fuerza</w>, 101
Dulcinea</w>, 169
Tob, 21
discretos</w>, 15
hi, 103
gl, 37
estam, 25
pes</w>, 8
figu, 15
punt, 29
envi, 86
ción</w>, 88
mi, 207
ante,</w>, 70
''¡, 18
Qué</w>, 9
Álvar, 20
Lu, 9
ni, 125
Car, 37
pa, 22
